"country"	"GEI_Schmitt"	"HDI_Schmitt"	"GDP_Schmitt"	"gini_Schmitt"	"GEI_Giolla"	"HDI_Giolla"	"GDP_Giolla"	"gini_Giolla"	"GEI_Lee"	"HDI_Lee"	"GDP_Lee"	"gini_Lee"	"GEI_ESS"	"HDI_ESS"	"GDP_ESS"	"gini_ESS"	"GEI_Falk"	"HDI_Falk"	"GDP_Falk"	"gini_Falk"	"GEI_Stoet"	"HDI_Stoet"	"GDP_Stoet"	"gini_Stoet"	"GEI_Vishkin"	"HDI_Vishkin"	"GDP_Vishkin"	"gini_Vishkin"	"GEI_Asperholm"	"HDI_Asperholm"	"GDP_Asperholm"	"gini_Asperholm"	"GEI_Bleidorn"	"HDI_Bleidorn"	"GDP_Bleidorn"	"gini_Bleidorn"	"GEI_Buss"	"HDI_Buss"	"GDP_Buss"	"gini_Buss"	"GEI_ElseQuest"	"HDI_ElseQuest"	"GDP_ElseQuest"	"gini_ElseQuest"	"GEI_Homicide"	"HDI_Homicide"	"GDP_Homicide"	"gini_Homicide"	"GEI_Maes"	"HDI_Maes"	"GDP_Maes"	"gini_Maes"	"GEI_Randler"	"HDI_Randler"	"GDP_Randler"	"gini_Randler"	"GEI_Schmitt_new"	"HDI_Schmitt_new"	"GDP_Schmitt_new"	"gini_Schmitt_new"	"GEI_Silverman"	"HDI_Silverman"	"GDP_Silverman"	"gini_Silverman"	"GEI_Stoet_new"	"HDI_Stoet_new"	"GDP_Stoet_new"	"gini_Stoet_new"	"GEI_Breda"	"HDI_Breda"	"GDP_Breda"	"gini_Breda"	"GEI_WVSB5"	"HDI_WVSB5"	"GDP_WVSB5"	"gini_WVSB5"	"GEI_GPIPP"	"HDI_GPIPP"	"GDP_GPIPP"	"gini_GPIPP"
"Uzbekistan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.288	0.726	3185.3345554112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7385	0.710375	2887.4979725365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Yemen"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.795	0.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2046	0.5098	2233.70084190358	36.7	NA	NA	NA	NA
"Angola"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.536	0.595	2569.70165067457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Botswana"	0.559	0.59	5171.41572269947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.6331	5505.6909689869	60.5	NA	NA	NA	NA	0.465	0.717	6485.46043979844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.564	0.59	5171.41572269947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.577	6872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.500782608695652	0.648869565217391	5597.43374303379	59.5
"Burkina Faso"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.594	0.452	716.012197407328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Burundi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.504	0.431	270.137277342414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Cameroon"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.4953	1268.23296597631	42.8	NA	NA	NA	NA	0.56	0.583	1454.56406898726	NA	0.01	0.478962962962963	1165	43.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384478260869565	0.509347826086957	1289.12819445987	43.8333333333333
"Central African Republic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.411	381.414046366167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Congo"	0.373	0.384	330.548987085804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57	0.57	1731.79988587811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.429	801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Democratic Republic of Congo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.617	0.482	494.819247637626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Eswatini"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.567	0.615	3766.06299935158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ethiopia"	0.355	0.313	255.100268984549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517	0.498	785.484981695154	NA	NA	NA	NA	NA	0.405	0.40347619047619	458.438559466792	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.394722222222222	0.393526315789474	376.711226645487	34.52	NA	0.321	628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.405	0.40347619047619	458.438559466792	32
"Gabon"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.525	0.709	6893.32310568364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gambia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612	0.503	668.635121138293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ghana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.485	0.5537	1282.52867567693	42.6	NA	NA	NA	NA	0.538	0.631	1981.61392799198	NA	-0.03	0.529185185185185	1323	39.7857142857143	0.434130434782609	0.564217391304348	1410.94372754656	42.2	NA	NA	NA	NA	NA	0.515	1075.37197485591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.434130434782609	0.564217391304348	1410.94372754656	42.2
"Ivory Coast"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Kenya"	NA	NA	NA	NA	NA	NA	NA	NA	-1.44	0.5674	1526.98931072571	40.8	NA	NA	NA	NA	0.45	0.5302	1281.9655719782	46.5	NA	NA	NA	NA	0.518	0.581	1653.82897976607	NA	NA	NA	NA	NA	0.393727272727273	0.533130434782609	1353.50154062767	41.1666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393727272727273	0.533130434782609	1353.50154062767	41.1666666666667
"Lesotho"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.553	0.524	1040.21866526524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Liberia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.484	644.162065213927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Malawi"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.4304	460.474512466816	42.7	NA	NA	NA	NA	0.565	0.519	573.400113656026	38.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mali"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.671	0.433	779.326625004357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mozambique"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.523	0.456	600.403365932758	50.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Namibia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.639	4596.61963564645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.484391304347826	0.586695652173913	4011.5031553342	61.1333333333333
"Nigeria"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4779	2149.87976881094	37.1	NA	NA	NA	NA	NA	0.538	2505.46274518312	NA	NA	NA	NA	NA	0.319666666666667	0.498	2152.61416788801	36.46	NA	NA	1608.77988597578	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.320357142857143	0.488142857142857	1914.472802015	40.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.319666666666667	0.498	2152.61416788801	36.46
"Rwanda"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.455	519.02715050152	49.6	NA	NA	NA	NA	0.402	0.534	871.109890772384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5622	0.5026	641.157593527824	46.15	0.530826086956522	0.453130434782609	566.891440695472	47.3
"Sao Tome and Principe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.537	0.622	1676.39631287316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Senegal"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533	0.513	1409.97082084872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sierra Leone"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644	0.48	634.985615716206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"South Africa"	0.652	0.629	5052.90993956202	NA	0.737883333333333	0.66	5966.32069551536	63.2	-0.39	0.7186	6225.43571562807	63	NA	NA	NA	NA	0.62	0.6547	5773.79233146332	63.7333333333333	NA	NA	NA	NA	0.406	0.736	6189.28924468567	NA	0.4	0.65825925925926	6161	61.8833333333333	0.556347826086957	0.673217391304348	5681.47202517242	62.4	0.504	0.632	4643.22231499389	NA	NA	0.629	5052.90993956202	NA	NA	NA	NA	NA	0.540111111111111	0.65825925925926	5250.42357754673	61.8833333333333	0.54351724137931	0.662724137931035	5318.81452572416	61.8833333333333	NA	NA	NA	NA	0.534	0.63	5233.86627685538	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5554	0.6946	6171.92343812044	63.2	0.556347826086957	0.673217391304348	5681.47202517242	62.4
"Tanzania"	0.414	0.426	617.191284179688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	0.468	734.662878417969	39.05	NA	NA	NA	NA	0.556	0.548	1038.736328125	NA	NA	0.433444444444444	740	37.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.435333333333333	0.47395652173913	777.082798170007	38.975
"Togo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.573	0.535	837.492927554283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Uganda"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.4759	697.718339015694	42.7	NA	NA	NA	NA	0.535	0.525	922.023174125429	42.7	0.28	0.426	609	42.6555555555556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.450631578947368	0.47304347826087	720.60814355706	43.1142857142857
"Zambia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.539	0.575	1310.62222427718	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	0.412	889.993124152637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.409	0.505086956521739	1092.87722216703	51.3333333333333
"Zimbabwe"	0.493	0.439	1260.39113645537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	0.4783	1109.70102249951	43.2	NA	NA	NA	NA	0.527	0.601	1342.98958637234	50.3	NA	NA	NA	NA	0.427304347826087	0.511347826086957	1330.67988120603	45.9333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.554	2876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.427304347826087	0.511347826086957	1330.67988120603	45.9333333333333
"Bangladesh"	0.514	0.505	698.732088588378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.5342	870.101158701388	32.65	NA	NA	NA	NA	0.537	0.644	1557.96433416698	NA	-0.42	0.500666666666667	486	30.3555555555556	0.384130434782609	0.551869565217391	989.25637239434	32.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	0.47	1483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384130434782609	0.551869565217391	989.25637239434	32.775
"Bhutan"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421	0.671	3219.64143919345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.606625	0.6415	2841.98468044797	37.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Brunei"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.255	0.83	30313.4172889713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7116	0.825217391304348	32776.8382951931	NA
"Cambodia"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.5198	801.921667356577	NA	NA	NA	NA	NA	0.474	0.598	1465.96953538762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.456086956521739	0.52195652173913	893.654972584749	NA
"China"	NA	NA	NA	NA	0.678933333333333	0.676333333333333	4960.01865549986	43.0333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.6646	4560.15012501389	42.44	NA	0.733	8016.44601585644	38.6	0.168	0.762	10155.5114163468	38.2	0.25	0.616037037037037	5574	39.3	0.752130434782609	0.674217391304348	5520.3911738698	40.12	NA	0.484	905.032504707292	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.740578947368421	0.616037037037037	3642.56695076521	39.3	NA	NA	NA	NA	NA	NA	NA	NA	0.725	0.626	3061.83333342101	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.759	0.7084	6596.12764372466	41.44	0.752130434782609	0.674217391304348	5520.3911738698	40.12
"Chinese Taipei"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Himachal Pradesh_India"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Hong Kong"	0.912	0.864	28097.0970664949	NA	NA	NA	NA	NA	NA	0.9392	43395.566554025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.935	42432.1619740441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.900130434782609	35949.4181022549	NA	NA	NA	NA	NA	NA	0.864	28097.0970664949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	22090	NA	NA	NA	NA	NA	NA	0.8761	31552.3691968077	NA	NA	0.918	39887.8127268218	NA	NA	0.9186	40078.1847543281	NA	NA	0.900130434782609	35949.4181022549	NA
"India"	0.586	0.516	840.818039129375	NA	0.608383333333333	0.564	1141.09334939982	35.55	-1.52	0.6352	1693.68746204319	35	NA	NA	NA	NA	0.24	0.5557	1086.49997656926	35.1666666666667	NA	NA	NA	NA	0.488	0.645	1944.31483661637	35	-2.4	0.52262962962963	382	33.8555555555556	0.42295652173913	0.568739130434783	1228.54232275974	35.0333333333333	0.307	0.434	534.48409633961	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.373925925925926	0.52262962962963	944.590178977078	33.925	NA	NA	NA	NA	NA	NA	NA	NA	0.369	0.525	892.38209805572	34.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42295652173913	0.568739130434783	1228.54232275974	35.0333333333333
"Indonesia"	0.691	0.621	2009.48978401006	33	NA	NA	NA	NA	-1.13	0.699	3462.44013843927	39.42	NA	NA	NA	NA	0.38	0.647	2444.98268397273	36.33	0.68	0.695	3322.58167907656	40.4	0.48	0.716	3892.42166201675	37.6	NA	NA	NA	NA	0.48495652173913	0.654739130434783	2685.95060619396	36.2173913043478	0.385	0.526	1483.63803208584	NA	NA	0.621	2009.48978401006	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	0.6268	2164.25162306762	33.74	0.66	0.678	2959.51447827557	40.5	NA	NA	NA	NA	0.48495652173913	0.654739130434783	2685.95060619396	36.2173913043478
"Japan"	0.937	0.884	31830.2175849262	NA	0.647016666666667	0.895833333333333	33113.9366806445	33.45	-0.16	0.9196	35318.0493107739	NA	NA	NA	NA	NA	0.52	0.8941	32964.5945874604	33.45	0.67	0.918	34960.6393843385	NA	0.094	0.924	36043.7844013365	NA	0.12	0.883259259259259	37866	33.2666666666667	0.871565217391304	0.899043478260869	33342.4908919476	33.2666666666667	0.831	0.845	28422.2131195125	NA	0.515	0.884	31830.2175849262	NA	0.89625	0.919375	35184.6477823756	32.9	0.85537037037037	0.883259259259259	31948.7260132149	33.2666666666667	0.858965517241379	0.88596551724138	32228.1415273744	33.2666666666667	0.52	0.928	24898	NA	0.842	0.888	32515.1158024317	NA	0.64	0.8878	32449.697200338	34.8	0.65	0.905	33518.444936892	NA	NA	NA	NA	NA	0.871565217391304	0.899043478260869	33342.4908919476	33.2666666666667
"Laos"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.459	0.61	2564.0196538036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
